1,-1,-1,-1,-1,0.3077
1,-1,-1,-1,0,0.3177
1,-1,-1,-1,1,0.3333
1,-1,-1,0,-1,0.238
1,-1,-1,0,0,0.25
1,-1,-1,0,1,0.2718
1,-1,-1,1,-1,0.1559
1,-1,-1,1,0,0.1642
1,-1,-1,1,1,0.1818
1,-1,0,-1,-1,0.2941
1,-1,0,-1,0,0.3093
1,-1,0,-1,1,0.3333
1,-1,0,0,-1,0.1842
1,-1,0,0,0,0.2
1,-1,0,0,1,0.2319
1,-1,0,1,-1,0.0592
1,-1,0,1,0,0.0643
1,-1,0,1,1,0.0769
1,-1,1,-1,-1,0.28
1,-1,1,-1,0,0.3004
1,-1,1,-1,1,0.3333
1,-1,1,0,-1,0.1266
1,-1,1,0,0,0.1429
1,-1,1,0,1,0.1818
1,0,-1,-1,-1,0.1
1,0,-1,-1,0,0.1061
1,0,-1,-1,1,0.1187
1,0,0,-1,-1,0.1429
1,0,0,-1,0,0.1547
1,0,0,-1,1,0.1784
1,0,1,-1,-1,0.1818
1,0,1,-1,0,0.2
1,0,1,-1,1,0.2347
